chr1	0	0	100	1.923290565841
chr1	108255	108255	100	2.793652835102
chr1	352465	352465	100	2.481280926786
chr1	561740	561740	100	3.189806383453
chr1	696486	696486	100	1.2041927676916
chr1	764927	764927	100	1.1483207126395
chr1	823032	823032	100	0.8765655501631
chr1	879461	879461	100	0.7557050279848
chr1	936124	936124	100	0.7303740663343
chr1	992644	992644	100	0.7648480858563
chr1	1049833	1049833	100	0.7267027831246
chr1	1106534	1106534	100	0.8041668451136
chr1	1163263	1163263	100	0.7099330500143
chr1	1220031	1220031	100	0.6155451831113
chr1	1276593	1276593	100	0.7238330791531
chr1	1333697	1333697	100	0.7083403845014
chr1	1390472	1390472	100	0.7218199573088
chr1	1449136	1449136	100	0.7948960253925
chr1	1506754	1506754	100	0.6781086150758
chr1	1563125	1563125	100	0.8770253120412
chr1	1626555	1626555	100	0.8548837421787
chr1	1691764	1691764	100	0.7778191184551
chr1	1748117	1748117	100	0.9158153838185
chr1	1804467	1804467	100	0.7653194025481
chr1	1860867	1860867	100	0.9028845521737
chr1	1917326	1917326	100	0.9007105117493
chr1	1973675	1973675	100	0.8256139302035
chr1	2030126	2030126	100	0.7728516181966
chr1	2086544	2086544	100	0.7401038930464
chr1	2142894	2142894	100	0.7468167468809
chr1	2199342	2199342	100	0.6799442355011
chr1	2255851	2255851	100	0.9068930794482
chr1	2312774	2312774	100	0.7697985511324
chr1	2369123	2369123	100	0.8000237168302
chr1	2425473	2425473	100	0.7179875950921
chr1	2481909	2481909	100	0.7220354396784
chr1	2538907	2538907	100	1.714223221297
chr1	2606957	2606957	100	1.781746037378
chr1	2721279	2721279	100	0.9692313926189
chr1	2777629	2777629	100	0.9367837413466
chr1	2833978	2833978	100	1.0059753926539
chr1	2890424	2890424	100	0.9807184739902
chr1	2946774	2946774	100	0.8812565323894
chr1	3003124	3003124	100	0.9694764816272
chr1	3059474	3059474	100	0.9063373468067
chr1	3115966	3115966	100	0.9739804537963
chr1	3172784	3172784	100	1.049683195495
chr1	3229189	3229189	100	1.023286825413
chr1	3285539	3285539	100	0.9181133502329
chr1	3341888	3341888	100	0.8666921018224
chr1	3398608	3398608	100	0.8636277118049
chr1	3454958	3454958	100	0.9247191935755
chr1	3511420	3511420	100	0.8192553266112
chr1	3568376	3568376	100	0.9078460579972
chr1	3624960	3624960	100	0.8509269825904
chr1	3681310	3681310	100	0.9126398952684
chr1	3737659	3737659	100	0.8937693119747
chr1	3794084	3794084	100	0.9677004355452
chr1	4000912	4000912	100	1.053335354665
